Title,Author,Year,URL
The roles of social perception and AI anxiety in individuals' attitudes towardChatGPTineducation,"C Wang, X Li, Z Liang, Y Sheng, Q Zhao… - International Journal of …, 2025",N/A,https://www.tandfonline.com/doi/abs/10.1080/10447318.2024.2365453
"Old dog, new tricks? Exploring the potential functionalities ofChatGPTin supportingeducationalmethods in social psychiatry","A Smith, S Hachen,R Schleifer… - … Journal of Social …, 2023",N/A,https://journals.sagepub.com/doi/abs/10.1177/00207640231178451
How enjoyment spread its wings on tertiary learners'psychologicalneeds inChatGPT-assisted Englishlearning,"S Luo,D Zou-Learningand Motivation, 2024",N/A,https://www.sciencedirect.com/science/article/pii/S0023969024000997
ChatGPTuser experience:Implicationsforeducation,"X Zhai- Available at SSRN 4312418, 2022",N/A,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4312418
Exploring thepsychological implicationsofChatGPT: A qualitative study,"RAD Dana,RAD Gavril- Journal PlusEducation, 2023",N/A,https://www.uav.ro/jour/index.php/jpe/article/view/1803
Reduced student life satisfaction andacademicperformance: Unraveling the dark side ofChatGPTin the highereducationcontext,"CD Duong, TN Vu, TVN Ngo, ND Do… - International Journal of …, 2025",N/A,https://www.tandfonline.com/doi/abs/10.1080/10447318.2024.2356361
Shaping the future ofeducation: Exploring the potential andconsequencesof AI andChatGPTineducationalsettings,"S Grassini-Educationsciences, 2023",N/A,https://www.mdpi.com/2227-7102/13/7/692
[HTML][HTML]HowChatGPT impactsstudent engagement from a systematic review and meta-analysis study,"YME Heung,TKF Chiu- Computers andEducation: Artificial Intelligence, 2025",N/A,https://www.sciencedirect.com/science/article/pii/S2666920X25000013
"[HTML][HTML]Systematic review ofChatGPTin highereducation: Navigatingimpactonlearning, wellbeing, and collaboration","N Abdallah,R Katmah,K Khalaf,HF Jelinek- Social Sciences & …, 2025",N/A,https://www.sciencedirect.com/science/article/pii/S2590291125005947
TheeffectofChatGPTon EFL students' social andemotional learning,"WRA Bin-Hady,JKM Ali,MA Al-humari- …Teaching&Learning, 2024",N/A,https://www.emerald.com/insight/content/doi/10.1108/jrit-02-2024-0036/full/html
Generative artificial intelligence (ChatGPT‐4) and social mediaimpactonacademicperformance andpsychologicalwell‐being in China's highereducation,"MF Shahzad,S Xu,H Liu… - … Journal ofEducation, 2025",N/A,https://onlinelibrary.wiley.com/doi/abs/10.1111/ejed.12835
"Grand challenges forChatGPTusage ineducation:psychologicaltheories, perspectives and opportunities","Y Elbably,M Nemt-allah-PsychologyResearch onEducationand …, 2024",N/A,https://dergipark.org.tr/en/pub/press/issue/85293/1451343
"Unveiling theimpactofChatGPT: investigating self-efficacy, anxiety and motivation on student performance in blendedlearningenvironments","RD Mahande,MM Fakhri,I Suwahyu… - … in HigherEducation, 2025",N/A,https://www.emerald.com/insight/content/doi/10.1108/jarhe-07-2024-0372/full/html
"…
 the mind of Chatbot users and unveiling the intricate connections 
between user perception, trust and stereotype perception on self-esteem 
andpsychologicalwell …","M Salah, H Alhalbusi,MM Ismail,F Abdelfattah- CurrentPsychology, 2024",N/A,https://link.springer.com/article/10.1007/s12144-023-04989-0
TheImpactofChatGPTon Students'AcademicAchievement: A Meta‐Analysis,"Z Liu, H Zuo, Y Lu - Journal of Computer AssistedLearning, 2025",N/A,https://onlinelibrary.wiley.com/doi/abs/10.1111/jcal.70096
ImpactofChatGPTonlearningmotivation: teachers and students' voices,"JKM Ali,MAA Shamsan,TA Hezam… - Journal of English …, 2023",N/A,https://journals.arafa.org/index.php/jesaf/article/view/51
"Understanding the adoption, perception, andlearning impactofChatGPTin highereducation: A qualitative exploratory case study analyzing students' perspectives …","J Woithe, O Filipec",N/A,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1762617
A SWOT analysis ofChatGPT:Implicationsforeducationalpractice and research,"M Farrokhnia,SK Banihashem… - …educationandteaching…, 2024",N/A,https://www.tandfonline.com/doi/abs/10.1080/14703297.2023.2195846
[PDF][PDF]AIChatGPTand student engagement: Unraveling dimensions through PRISMA analysis for enhancedlearningexperiences,"O Abu Khurma, F Albahti,N Ali… - …Educational…, 2024",N/A,https://cedtech.editorialpark.com/download/ai-chatgpt-and-student-engagement-unraveling-dimensions-through-prisma-analysis-for-enhanced-14334.pdf
"The role ofChatGPTand grammarly in promoting emotion regulation,psychologicalwell-being, motivation, andacademicwriting in Chinese college students: A self …","C Wang, BC Wang, D Xu -Learningand Motivation, 2025",N/A,https://www.sciencedirect.com/science/article/pii/S0023969025000384
"[HTML][HTML]Mentalload,ChatGPT, and work-study balance: A TAM-based study of AI adoption by employees in non-traditionaleducation","H Bashir, R Zhou - Telematics and Informatics Reports, 2025",N/A,https://www.sciencedirect.com/science/article/pii/S2772503025000313
Transforming STEMeducation: LeveragingChatGPTfor enhancedlearninginpsychologyand neuroscience,"L Luan,X Lin,Y Dai,L Allen, S Hu - … inTeachingandLearning, 2024",N/A,https://books.google.com/books?hl=en&lr=&id=Xy4KEQAAQBAJ&oi=fnd&pg=PA100&dq=ChatGPT+Educational+Impact+and+Psychological+Implications&ots=xiMkeMxjgi&sig=qB2-s_SgvgZrEqqMmN1m9MmnINE
Exploring theeffectsof artificial intelligence on student andacademicwell-being in highereducation: A mini-review,"B Klimova,M Pikhart- Frontiers inPsychology, 2025",N/A,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2025.1498132/full
ExploringChatGPTand itsimpacton society,"MA Haque,S Li- AI and Ethics, 2025",N/A,https://link.springer.com/article/10.1007/s43681-024-00435-4
